r_prodbasal_A1,r_prodbasal_Anonsense1,r_prodbasal_Aprime1,r_prodbasal_B1,r_prodon_A1,r_prodon_Anonsense1,r_prodon_Aprime1,r_prodon_B1,d_Aprime1_B1,r_deg_A1,r_deg_Anonsense1,r_deg_Aprime1,r_deg_B1,r_onbasal_A1,r_onbasal_Anonsense1,r_onbasal_Aprime1,r_onbasal_B1,r_nitc_byAnonsense1_A1,r_nitc_byAnonsense1_Anonsense1,r_nitc_byAnonsense1_Aprime1,r_addon_byA1_B1,r_addon_byAprime1_B1,r_off_A1,r_off_Anonsense1,r_off_Aprime1,r_offorig_B1,r_offpara_B1,k_A1,k_Anonsense1,k_Aprime1,k_B1,n_A1,n_Anonsense1,n_Aprime1,n_B1
0,0,0,0,536.403894751822,536.403894751822,536.403894751822,536.403894751822,0.155563277995385,1,1,1,1,0.189087397773052,0.189087397773052,0,0,0.117553996661385,0.117553996661385,0.117553996661385,6.99859799090854,1.57466075532302,0.0950425923906135,0.0950425923906135,0.0950425923906135,0.0950425923906135,0.0950425923906135,268.201947375911,268.201947375911,268.201947375911,268.201947375911,1.40742240411977,1.40742240411977,1.40742240411977,1.40742240411977
