r_prodbasal_A1,r_prodbasal_Anonsense1,r_prodbasal_Aprime1,r_prodbasal_B1,r_prodon_A1,r_prodon_Anonsense1,r_prodon_Aprime1,r_prodon_B1,d_Aprime1_B1,r_deg_A1,r_deg_Anonsense1,r_deg_Aprime1,r_deg_B1,r_onbasal_A1,r_onbasal_Anonsense1,r_onbasal_Aprime1,r_onbasal_B1,r_nitc_byAnonsense1_A1,r_nitc_byAnonsense1_Anonsense1,r_nitc_byAnonsense1_Aprime1,r_addon_byA1_B1,r_addon_byAprime1_B1,r_off_A1,r_off_Anonsense1,r_off_Aprime1,r_offorig_B1,r_offpara_B1,k_A1,k_Anonsense1,k_Aprime1,k_B1,n_A1,n_Anonsense1,n_Aprime1,n_B1
0,0,0,0,233.073664315138,233.073664315138,233.073664315138,233.073664315138,0.157172100564915,1,1,1,1,4.0586323745114,4.0586323745114,0,0,0.949945484716731,0.949945484716731,0.949945484716731,1.09332087187256,0.163670890448664,13.0398215011769,13.0398215011769,13.0398215011769,13.0398215011769,13.0398215011769,116.536832157569,116.536832157569,116.536832157569,116.536832157569,5.86466038075777,5.86466038075777,5.86466038075777,5.86466038075777
