paramset,ss_A1,ss_Anons1,ss_Aprim1,ss_B1
1,486.399185704698,0,30.1931131280564,466.711033059812
2,80.7940913173314,0,9.78023763426093,76.5484542683604
3,1153.27928195885,0,60.9021106364218,218.071805374631
4,23.4589334756396,0,0.299506365282463,23.1700422840434
5,752.537690082873,0,105.316782667986,526.620399520076
6,98.2378489660598,0,2.12964850060094,62.3976904946639
7,900.165484192964,0,24.320175454372,698.990539164764
8,4.58815594520386,0,0.149720723240674,3.59715544139939
9,28.040375927003,0,0.952264411547251,28.0350691960333
10,76.2822060329056,0,2.16083039352056,64.6512618429982
11,1005.95366046571,0,41.7894711740496,436.538979826794
12,962.700196286192,0,49.6901137789995,667.460624434578
13,1198.84679802585,0,61.0865336399968,862.482012450803
14,236.014688574595,0,3.07017962283675,125.074149398246
15,714.168772977732,0,22.7172932915093,408.965591226561
16,332.385354150268,0,6.26664386853216,216.545121475434
17,691.879763220145,0,16.6165999342612,675.5580698445
18,46.2299899541925,0,1.82731726852518,9.80341663651323
19,555.613090786379,0,18.6381991103205,391.099554130793
20,795.70493274177,0,178.483562320698,671.657234408198
21,365.297634893655,0,15.8177971949155,309.687592121852
22,82.6867289002599,0,2.10606507695748,56.8214199866264
23,501.204310613407,0,8.36356615495088,450.944855239851
24,495.972924963385,0,31.7536661926031,246.38410507468
25,108.844084837315,0,3.90785365012226,103.519785575894
26,150.271647885452,0,39.9970221963498,149.746104667314
27,761.938369062454,0,23.0014844676102,613.082474566357
28,144.653045707001,0,8.53218988540971,139.524800565971
29,257.995169279804,0,11.7516057530098,78.8574728805321
30,542.468244152138,0,83.9694101331879,340.392137748524
31,746.897943485202,0,30.3883198162434,319.72187144749
32,350.345844558363,0,167.573242421506,55.1289873949704
33,196.850747427131,0,11.903407147955,138.851799068714
34,187.440655802311,0,5.31828047191726,169.564073564254
35,185.940270164325,0,7.4485739436856,144.762704881819
36,407.338871367587,0,38.1858341016108,288.475306137837
37,77.3643009270648,0,2.82695017395542,65.6021608490187
38,286.276732109432,0,5.75897956950201,282.175764590001
39,1176.16719147254,0,36.1937884433136,304.332706074082
40,179.985987050022,0,9.06906565174197,141.990998961813
41,55.7977826279244,0,0.639884279679028,55.5281552657626
42,69.8928504774865,0,36.6387283738692,38.4536773950141
43,1055.48295851027,0,29.1683464482489,413.918223892241
44,208.521718979212,0,44.184989859932,137.257156114302
45,1109.55648993679,0,180.549716460912,453.856135565274
46,370.732622419836,0,9.27376279898568,307.316187302605
47,322.604374218938,0,25.825869687171,154.530984011135
48,139.12030227812,0,6.75593676430077,119.685526849034
49,391.345605426221,0,17.5961584776496,355.448249757221
50,258.329906050783,0,17.1913589726601,215.899769790754
51,325.441110691953,0,11.0012298489159,262.720040641901
52,43.3546497881676,0,0.973175847364099,42.8052977546845
53,403.645682683001,0,15.5469429627166,210.764184189072
54,410.725495102328,0,33.56198180741,200.556757808385
55,566.229520236193,0,21.8803788267586,483.104621980494
56,626.343898406714,0,21.8875235586869,615.463403806649
57,815.921401919969,0,24.3460181680798,159.830101893463
58,349.783533205353,0,7.55275383578779,278.805334384546
59,158.253176831284,0,3.34330063136236,127.778369239478
60,646.845410871677,0,13.2945448337501,509.377251467888
61,12.2342940772677,0,0.140329776624233,12.1634433407119
62,208.293336707516,0,2.7980728111986,199.247375788862
63,1025.73038128035,0,40.4630701569482,56.4809441366112
64,1263.38300673673,0,85.3028707688011,748.450059007802
65,200.964103815785,0,3.4518032226598,200.775357559378
66,227.018317215139,0,7.96016117159471,149.488042528074
67,223.949888741757,0,18.4439791273381,76.7562697701329
68,64.3121034095643,0,1.67224237095344,53.3912552900551
69,732.027200806425,0,40.3910190098202,347.817717932199
70,230.133789299655,0,19.6133746568854,184.257508698948
71,1108.49755095568,0,44.7873317760519,695.945780087651
72,1017.21788993779,0,54.5209792744685,674.877887766902
73,57.3449734671482,0,2.91646934732197,57.3444803873372
74,482.307971340871,0,12.1550479501517,452.644017619681
75,737.774446064832,0,47.4524474459419,632.046613262156
76,224.110845583171,0,7.17707356040392,178.083063924539
77,663.04603550637,0,22.3724072356898,317.387768929311
78,357.010721316011,0,11.4400758188633,353.05224750892
79,108.450793389497,0,2.55954317086324,54.4487176904728
80,536.962339562401,0,28.2426273711893,487.544384577261
81,975.646759413038,0,109.868847147767,356.796144156216
82,1150.15149154462,0,71.2311134217723,194.239042150008
83,204.005439475049,0,5.08018266454085,188.213734803401
84,166.740058942406,0,30.2944792901839,123.487270174361
85,679.661522411074,0,18.598742246614,549.272539824709
86,850.854375600177,0,33.9137307248383,569.247553495377
87,35.3871268560615,0,0.627100738834252,14.3170814213261
88,236.685355943333,0,11.4367208329881,81.2796115036298
89,972.424559186887,0,56.5321789277807,754.557620839493
90,398.010067871074,0,10.7908113690954,389.764541722439
91,466.437017719833,0,40.4172912496193,299.771055340319
92,176.083945211122,0,3.00803472931637,175.820145850146
93,58.2010689776324,0,2.27292921021972,58.1055011265915
94,1190.99173382404,0,40.3251482838369,920.259736666853
95,320.057560848424,0,15.168781780346,298.297432274717
96,100.738844055931,0,1.66879949148827,99.9442638569745
97,852.110843448623,0,19.7816341818443,743.769921862852
98,952.215533797695,0,24.2408404466812,598.434876833122
99,190.061787086389,0,4.50454852254814,113.573618288947
100,245.113581267963,0,10.7886569603232,221.614127803757
