r_prodbasal_A1,r_prodbasal_Anonsense1,r_prodbasal_Aprime1,r_prodbasal_B1,r_prodon_A1,r_prodon_Anonsense1,r_prodon_Aprime1,r_prodon_B1,r_deg_A1,r_deg_Anonsense1,r_deg_Aprime1,r_deg_B1,r_onbasal_A1,r_onbasal_Anonsense1,r_onbasal_Aprime1,r_onbasal_B1,r_nitc_byAnonsense1_A1,r_nitc_byAnonsense1_Anonsense1,r_nitc_byAnonsense1_Aprime1,r_bound_byA1_B1,r_bound_byAprime1_B1,r_off_A1,r_off_Anonsense1,r_off_Aprime1,r_off_B1,r_bind_byA1_B1,r_bind_byAprime1_B1,k_A1,k_Anonsense1,k_Aprime1,k_B1,n_A1,n_Anonsense1,n_Aprime1,n_B1,r_unbind_byA1_B1,r_unbind_byAprime1_B1
0,0,0,0,10,10,10,10,0.1,0.1,0.1,0.1,1,1,0,0,0.5,0.5,0.5,1,0.2,1,1,1,1,10,2,50,50,50,50,3,3,3,3,0.1,0.1
