"","gene","paramset","mean_count1_0","mean_count1_1","mean_count1_2","CV_0","CV_1","CV_2","gini_0","gini_1","gini_2","deltalogMean_01","deltalogMean_02","deltalogMean_12","deltaCV_01","deltaCV_02","deltaCV_12","gini_01","gini_02","gini_12","A_prod1","Anonsense_prod1","Aprime_prod1","B_prod1","A_deg1","Anonsense_deg1","Aprime_deg1","B_deg1","B_ondep1","B_ondep_prime","Aprimenitc1","A_off1","Aprime_off1","B_off1","A_proddiff1","Aprime_proddiff1","B_proddiff1","onbasal_a1","onbasal_aprime1","onbasal_b1","kA1","kA1_nonsense","kAprime1","kB1","nA1","nA1_nonsense","nAprime1","nB1"
"1","targ_1",90,1397,454.7,2123.88,0.890839385638493,0.648573340253011,1.07160777757697,0.409448818897638,0.321969650318892,0.534391396877413,-1.122444498426,1.5413620227597,0.4189175243337,-0.242266045385482,0.18076839193848,0.423034437323962,-0.0874791685787463,0.124942577979775,0.212421746558522,0.29097,0.29097,0.29097,0.29097,0.0033046,0.0033046,0.0033046,0.0033046,0.88656,0.96914,0.7175,0.095136,0.095136,0.095136,53.5,53.5,53.5,0.012381,0.00048328,0.0033968,2355.3,2355.3,2355.3,2355.3,8.8603,8.8603,8.8603,8.8603
