paramset,ss_A1,ss_Anons1,ss_Aprim1,ss_Aprim2,ss_B1
1,9.45637436075044,9.45637436075044,1790.28575994979,6.07729174285467,55.2581547657667
2,1.61018448807952,1.61018448807952,30636.8178237704,0.3827864769989,21.73917656359
3,29.2276857945807,29.2276857945807,124319.5270726,8.09032727049816,33.8513438878895
4,18.0822991176784,18.0822991176784,864.170707055338,0.305649988068082,695.653657174569
5,21.1065277449919,21.1065277449919,915.911894165013,1.51516943213586,137.169745887807
6,1.09925336072878,1.09925336072878,37827.0163821868,0.81680148115083,4.36788398251834
7,0.374056767929666,0.374056767929666,11440.5409020637,0.114011230005916,0.0410604213148788
8,3.6268664973733,3.6268664973733,1421.78709529282,0.295647893939489,4.37993183636784
9,402.31752630513,402.31752630513,992450.029515799,388.086367061595,2278.51721783407
10,68.4123849133457,68.4123849133457,10186921.3035982,47.4234759096275,0.758423913312851
11,23.9823044402181,23.9823044402181,3151.4366810437,11.8149052938077,105.673826321525
12,3.19580801671073,3.19580801671073,1795.75868767467,3.10370645194948,16.9593201808167
13,0.195828773068033,0.195828773068033,5.99519671389906,0.00832967850381045,1.02191419776928
14,3.09693098446865,3.09693098446865,1370.55984676625,0.287309257032496,0.159662886530367
15,0.0848659001140185,0.0848659001140185,9198.86270660746,0.0618555680454685,0.170549667219098
16,6.57148712927723,6.57148712927723,1003.60110093475,0.193505168842299,2.16222377608239
17,0.0899663460465146,0.0899663460465146,12.9192115061735,0.00729177981809124,5.33326169118452
18,23.0573905880497,23.0573905880497,2307.39581637461,3.38192666794694,24.6527484638088
19,469.917393265381,469.917393265381,50549.3262751118,198.657774960742,3977.32888452442
20,2.11474354518199,2.11474354518199,115.7525473843,0.143066953203512,89.5071778567951
21,0.930134367172581,0.930134367172581,173.369904615773,0.0239124471203948,0.0129270883842671
22,59.109710329833,59.109710329833,146373.704804243,22.4911275457772,46.4430983309629
23,0.0823057631502908,0.0823057631502908,7283.41873799409,0.0339312331565767,0.0147855140990683
24,0.325159522568519,0.325159522568519,0.00420906647811684,2.28005449773305e-08,2.34206728200478e-09
25,36.9073759102397,36.9073759102397,72630.6541748525,22.3624002835053,24.9446434803963
26,219.674787891718,219.674787891718,21507.0619021098,6.5312848727158,18.7716084664637
27,0.641424107738771,0.641424107738771,1.79579664730475,0.000508238633726135,0.131046262684283
28,12.3221499866212,12.3221499866212,14343.6337303324,7.58864753365528,20.7160953105306
29,3.77548525735308,3.77548525735308,6878.04279737193,2.79324311817437,0.314318843360723
30,127.308498710646,127.308498710646,2461.91361759532,38.5817025652777,648.457158592177
31,106.380703277814,106.380703277814,71935.994939877,8.15492597292986,20.1190540907154
32,0.882330256598967,0.882330256598967,146.077292428243,0.814796690237191,3.08379324437248
33,0.0993536038078617,0.0993536038078617,125.048718791149,0.0133618118626677,2.00546620759243
34,0.0312465912261479,0.0312465912261479,2.52477132028579e-05,2.90994554047742e-10,5.94745656493286e-11
35,11.0094268931246,11.0094268931246,1674.6276304371,0.0586393354443477,6.37313595198294
36,1.87360165918135,1.87360165918135,7179.61688744321,1.22656706078805,21.0869954338675
37,3.19500985621651,3.19500985621651,2500.06370994877,2.59173740937381,2.2580277298712
38,9.1546257142151,9.1546257142151,163764.414671676,2.46883324034784,4.92753539421447
39,0.0809516925279356,0.0809516925279356,235.317354328944,0.0293617033334286,0.127137326916018
40,12.0651029660183,12.0651029660183,3621.63582199619,0.806365166335933,7.63542811346916
41,372.06628279183,372.06628279183,4706.74377233154,61.2255392900607,461.659818026896
42,45.4115507799409,45.4115507799409,16281.9668236691,17.7412096333784,71.5935470468306
