paramset,ss_A1,ss_Anons1,ss_Aprim1,ss_Aprim2,ss_B1
1,15.6725421892644,0,0,0,22.7176921964036
2,2.48646874964298,0,0,0,0.934472505036209
3,47.3414269403211,0,0,0,1.17997510675736
4,35.5838847191848,0,0,0,13.2028978624654
5,40.850967931424,0,0,0,96.6805353326331
6,0.614814417601755,0,0,0,1.32958365604924
7,0.525249335546967,0,0,0,0.0114010213377957
8,6.85450256468092,0,0,0,0.25599240875186
9,427.680363462426,0,0,0,200.463603356989
10,46.2280925819316,0,0,0,0.592179127117207
11,42.8025246415882,0,0,0,70.9863006408007
12,3.10398626404313,0,0,0,6.43197516426152
13,0.37956661290921,0,0,0,0.828396747504207
14,5.90755130204758,0,0,0,0.15716987041826
15,0.0517969415950265,0,0,0,0.00168261965778589
16,12.7755143573133,0,0,0,1.46308509018569
17,0.166591989959068,0,0,0,0.0468572820009775
18,43.4489827346722,0,0,0,76.8336053770489
19,787.700562722181,0,0,0,749.01303249794
20,3.98838615745388,0,0,0,30.5933780394182
21,1.83189580811667,0,0,0,0.0611120645676734
22,94.2326752959783,0,0,0,15.9527061611841
23,0.0984392602933895,0,0,0,0.00451033628227522
24,0.650318952855509,0,0,0,5.64435262241155e-08
25,59.8450700675713,0,0,0,4.35283741714618
26,432.770583430061,0,0,0,98.4073771372072
27,1.28208691392472,0,0,0,0.0156190642913833
28,14.0722539015214,0,0,0,10.0814539837048
29,4.65456012170343,0,0,0,0.257094648409163
30,244.250431878696,0,0,0,259.835419805049
31,203.656143945813,0,0,0,6.29064450761722
32,1.2498974206023,0,0,0,1.74193836852175
33,0.17317788231566,0,0,0,0.21382258317987
34,0.0624931818828391,0,0,0,1.79857449713948e-09
35,21.9146523960734,0,0,0,2.55621665257372
36,2.25717116648262,0,0,0,2.27432055965816
37,4.08727393732716,0,0,0,7.04191682828236
38,13.6749314102654,0,0,0,3.11829925359066
39,0.104762968621732,0,0,0,0.0705767804718788
40,22.7197977783119,0,0,0,6.41839414871186
41,716.391562607256,0,0,0,1307.70925775196
42,85.5780077903056,0,0,0,78.054907127876
43,122.598742505957,0,0,0,244.889175627997
44,6.50611518886728,0,0,0,0.0998378966166857
45,0.969911976508764,0,0,0,0.455756161247739
46,196.610173013245,0,0,0,92.6893816511691
47,0.0620324706633678,0,0,0,0.0870569739308911
48,565.73640806107,0,0,0,1029.07204527133
49,10.7292715636389,0,0,0,4.74277453123152e-05
50,4.0609271058564,0,0,0,0.0441785330309629
51,679.748839235654,0,0,0,63.8995075093228
52,0.331310784236942,0,0,0,0.789549800810653
53,65.0011720566312,0,0,0,0.627002623176151
54,3.7940810372069,0,0,0,1.04405031786978
55,0.400564208374579,0,0,0,0.210880730848925
56,0.346769818680737,0,0,0,0.00191319592555695
57,94.0914550802552,0,0,0,29.4971617597071
58,2.81181206688394,0,0,0,0.111907025537586
59,0.0827375079903608,0,0,0,0.526090173669165
60,0.326456468158168,0,0,0,0.0196325348374059
61,2.23013786165489,0,0,0,2.80676572547715
62,0.260419574399838,0,0,0,0.063344582496896
63,0.171313500279018,0,0,0,0.0042219054456059
64,63.3416785446359,0,0,0,4.48688379692874
65,8.96494618924009,0,0,0,0.00621707301769168
66,8.14041460265306,0,0,0,0.315443120467006
67,20.6066923587165,0,0,0,24.516234237338
68,4.11871889875331,0,0,0,2.16464546880285
69,4.36758223385596,0,0,0,18.2371691544633
70,0.06999861647766,0,0,0,0.0090948433026279
71,0.629582008664883,0,0,0,1.83349307597681e-05
72,4.80551525918814,0,0,0,0.00311336319640712
73,64.3272185595901,0,0,0,27.7652314938731
74,0.334955925644062,0,0,0,0.0515747147031025
75,0.165462772219503,0,0,0,0.000646703083114412
76,1.07702916261988,0,0,0,0.0170292506364872
77,0.674011464618797,0,0,0,3.09326109662827
78,8.81084936569358,0,0,0,41.6398501271607
79,0.0981843458668583,0,0,0,0.418845240436587
80,5.63971825805521,0,0,0,0.000126645682456933
81,49.6129504854236,0,0,0,5.10916054211574
82,9.3698389765416,0,0,0,14.5108286523987
83,107.744669728402,0,0,0,100.956613105997
84,568.027208043447,0,0,0,784.447345157815
85,1.64572922156494,0,0,0,0.598021013597516
86,0.560303485876532,0,0,0,0.789746663932054
87,2.4684203836245,0,0,0,0.117623293557856
88,10.8284911945322,0,0,0,0.101764898993576
89,11.4006174348263,0,0,0,0.00104372844856027
90,1233.65603439977,0,0,0,565.460169975177
91,2.13466254546807,0,0,0,0.244008755389196
92,3.98187916626713,0,0,0,7.87616616585909
93,60.7956204308997,0,0,0,25.122425819486
94,1.60091821106599,0,0,0,4.15931373770201e-06
95,0.138605795662363,0,0,0,1.14184929754963
96,10.2444750083926,0,0,0,27.4097069364722
97,333.254444204634,0,0,0,49.7727897146105
98,12.1502514878553,0,0,0,8.19045480323712
99,4.31270201661895,0,0,0,1.19752599330711
100,20.3375765462433,0,0,0,47.2441765440331
