r_prodbasal_A1,r_prodbasal_Anonsense1,r_prodbasal_Aprime1,r_prodbasal_B1,r_prodon_A1,r_prodon_Anonsense1,r_prodon_Aprime1,r_prodon_B1,d_Aprime1_B1,r_deg_A1,r_deg_Anonsense1,r_deg_Aprime1,r_deg_B1,r_onbasal_A1,r_onbasal_Anonsense1,r_onbasal_Aprime1,r_onbasal_B1,r_nitc_byAnonsense1_A1,r_nitc_byAnonsense1_Anonsense1,r_nitc_byAnonsense1_Aprime1,r_addon_byA1_B1,r_addon_byAprime1_B1,r_off_A1,r_off_Anonsense1,r_off_Aprime1,r_offorig_B1,r_offpara_B1,k_A1,k_Anonsense1,k_Aprime1,k_B1,n_A1,n_Anonsense1,n_Aprime1,n_B1
0,0,0,0,617.639976183031,617.639976183031,617.639976183031,617.639976183031,0.173577994605137,1,1,1,1,5.8754977389291,5.8754977389291,0,0,1.06244895826161,1.06244895826161,1.06244895826161,4.38809027403849,0.455695574456312,7.97183580119686,7.97183580119686,7.97183580119686,7.97183580119686,7.97183580119686,308.819988091515,308.819988091515,308.819988091515,308.819988091515,8.79298254696201,8.79298254696201,8.79298254696201,8.79298254696201
