r_prodbasal_A1,r_prodbasal_Anonsense1,r_prodbasal_Aprime1,r_prodbasal_B1,r_prodon_A1,r_prodon_Anonsense1,r_prodon_Aprime1,r_prodon_B1,d_Aprime1_B1,r_deg_A1,r_deg_Anonsense1,r_deg_Aprime1,r_deg_B1,r_onbasal_A1,r_onbasal_Anonsense1,r_onbasal_Aprime1,r_onbasal_B1,r_nitc_byAnonsense1_A1,r_nitc_byAnonsense1_Anonsense1,r_nitc_byAnonsense1_Aprime1,r_addon_byA1_B1,r_addon_byAprime1_B1,r_off_A1,r_off_Anonsense1,r_off_Aprime1,r_offorig_B1,r_offpara_B1,k_A1,k_Anonsense1,k_Aprime1,k_B1,n_A1,n_Anonsense1,n_Aprime1,n_B1
0,0,0,0,4.97643012980454,4.97643012980454,4.97643012980454,4.97643012980454,0.543072875447161,1,1,1,1,0.630556071849352,0.630556071849352,0,0,0.905308262021546,0.905308262021546,0.905308262021546,0.254353132489651,0.11916397893515,12.5761535904854,12.5761535904854,12.5761535904854,12.5761535904854,12.5761535904854,2.48821506490227,2.48821506490227,2.48821506490227,2.48821506490227,0.975683335919178,0.975683335919178,0.975683335919178,0.975683335919178
